KIC,lamost_id,RA (deg),DEC (deg),dtheta (arcsec),lamost filename 
 9887488,581304144,290.421660,46.731339,0.0250,spec-57919-KP192314N471144V06_sp04-144.fits.gz 
 9887555,363504144,290.449220,46.769772,0.0246,spec-57298-KP192314N471144V03_sp04-144.fits.gz 
 9893437,154802080,292.918208,46.740389,0.0439,spec-56435-KP194045N483045V01_sp02-080.fits.gz 
 9893437,157202080,292.918208,46.740389,0.0439,spec-56550-KP194045N483045V02_sp02-080.fits.gz 
 9893889, 52216150,293.113375,46.789139,0.0616,spec-56083-IF04_B56083_sp16-150.fits.gz 
 9893889,154802133,293.113375,46.789139,0.0616,spec-56435-KP194045N483045V01_sp02-133.fits.gz 
 9893889,157202133,293.113375,46.789139,0.0616,spec-56550-KP194045N483045V02_sp02-133.fits.gz 
 9896187,362702059,294.045870,46.714588,0.0290,spec-57297-KP194045N483045V03_sp02-059.fits.gz 
 9897634, 52211115,294.550667,46.719417,0.0470,spec-56083-IF04_B56083_sp11-115.fits.gz 
 9898373,362801171,294.833500,46.771332,0.0213,spec-57297-KP194045N483045V04_sp01-171.fits.gz 
 9898393,362701171,294.842160,46.758549,0.0250,spec-57297-KP194045N483045V03_sp01-171.fits.gz 
 9898657,362701156,294.936800,46.721161,0.0310,spec-57297-KP194045N483045V03_sp01-156.fits.gz 
 9898999,247711109,295.078125,46.753167,0.0639,spec-56914-KP193637N444141V02_sp11-109.fits.gz 
 9902962,154807001,296.451292,46.757556,0.0743,spec-56435-KP194045N483045V01_sp07-001.fits.gz 
 9903915,170514014,296.771167,46.728889,0.0496,spec-56591-KP195920N454621V3_sp14-014.fits.gz 
 9905403,362707066,297.212680,46.764252,0.0081,spec-57297-KP194045N483045V03_sp07-066.fits.gz 
 9907009,362707076,297.674990,46.753700,0.0248,spec-57297-KP194045N483045V03_sp07-076.fits.gz 
 9932339,365803072,281.118560,46.857391,0.0087,spec-57302-KP185111N464417V04_sp03-072.fits.gz 
 9932866,365803161,281.538450,46.851318,0.0061,spec-57302-KP185111N464417V04_sp03-161.fits.gz 
 9933754,238004173,282.217708,46.802083,0.0526,spec-56780-KP185111N464417V01_sp04-173.fits.gz 
 9933754,242704173,282.217708,46.802083,0.0526,spec-56807-KP185111N464417V03_sp04-173.fits.gz 
 9936015,242704235,283.690542,46.856028,0.0560,spec-56807-KP185111N464417V03_sp04-235.fits.gz 
 9936456,365809002,283.922730,46.807831,0.0000,spec-57302-KP185111N464417V04_sp09-002.fits.gz 
 9936571,242709002,283.988792,46.829694,0.0458,spec-56807-KP185111N464417V03_sp09-002.fits.gz 
 9940675,351001046,286.322390,46.889851,0.0271,spec-57173-KP190651N485531V03_sp01-046.fits.gz 
 9941141,350901092,286.635983,46.845956,0.0529,spec-57173-KP190651N485531V02_sp01-092.fits.gz 
 9941242,249201084,286.709000,46.830083,0.1136,spec-56919-KP190651N485531V01_sp01-084.fits.gz 
 9941713,350901100,287.008983,46.831686,0.0836,spec-57173-KP190651N485531V02_sp01-100.fits.gz 
 9942071,581310110,287.212890,46.843719,0.0244,spec-57919-KP192314N471144V06_sp10-110.fits.gz 
 9942816,363410102,287.656040,46.861149,0.0268,spec-57298-KP192314N471144V02_sp10-102.fits.gz 
 9942816,581110102,287.656040,46.861149,0.0268,spec-57919-KP192314N471144V04_sp10-102.fits.gz 
 9945290,363403233,289.100710,46.852329,0.0271,spec-57298-KP192314N471144V02_sp03-233.fits.gz 
 9946074,363403031,289.526640,46.839581,0.0043,spec-57298-KP192314N471144V02_sp03-031.fits.gz 
 9946074,581103031,289.526640,46.839581,0.0043,spec-57919-KP192314N471144V04_sp03-031.fits.gz 
 9946773,363403017,289.889860,46.807178,0.0115,spec-57298-KP192314N471144V02_sp03-017.fits.gz 
 9950644,363404114,291.518040,46.895279,0.0273,spec-57298-KP192314N471144V02_sp04-114.fits.gz 
 9950644,581104114,291.518040,46.895279,0.0273,spec-57919-KP192314N471144V04_sp04-114.fits.gz 
 9954248,247716244,293.082375,46.874222,0.0137,spec-56914-KP193637N444141V02_sp16-244.fits.gz 
 9956345,247711196,293.979125,46.871806,0.0238,spec-56914-KP193637N444141V02_sp11-196.fits.gz 
 9956422,362702074,294.006810,46.809689,0.0246,spec-57297-KP194045N483045V03_sp02-074.fits.gz 
 9956422,581206145,294.006810,46.809689,0.0246,spec-57919-KP192314N471144V05_sp06-145.fits.gz 
 9957219, 52211207,294.299625,46.875778,0.0567,spec-56083-IF04_B56083_sp11-207.fits.gz 
 9957288,359911217,294.327176,46.898209,3.3858,spec-57287-KP193637N444141V03_sp11-217.fits.gz 
 9957288,363406071,294.327176,46.898209,3.3858,spec-57298-KP192314N471144V02_sp06-071.fits.gz 
 9958522,362701162,294.815980,46.819328,0.0244,spec-57297-KP194045N483045V03_sp01-162.fits.gz 
 9958567, 52211106,294.836796,46.881747,0.4222,spec-56083-IF04_B56083_sp11-106.fits.gz 
 9960005, 52212237,295.391500,46.818250,0.0401,spec-56083-IF04_B56083_sp12-237.fits.gz 
 9962729,362707024,296.374390,46.849739,0.0268,spec-57297-KP194045N483045V03_sp07-024.fits.gz 
 9962849,362707106,296.414120,46.884102,0.0199,spec-57297-KP194045N483045V03_sp07-106.fits.gz 
 9963898,362807119,296.781310,46.883461,0.0264,spec-57297-KP194045N483045V04_sp07-119.fits.gz 
 9966796,157207095,297.638625,46.863056,0.0464,spec-56550-KP194045N483045V02_sp07-095.fits.gz 
 9967351,154807098,297.811292,46.816639,0.0915,spec-56435-KP194045N483045V01_sp07-098.fits.gz 
 9967700,362707085,297.915978,46.870701,1.9858,spec-57297-KP194045N483045V03_sp07-085.fits.gz 
 9970396,158915096,298.709792,46.833028,0.0217,spec-56561-KP195920N454621V02_sp15-096.fits.gz 
 9970467,364215096,298.726400,46.869279,1.3541,spec-57299-KP195920N454621V04_sp15-096.fits.gz 
 9970830,170515084,298.825237,46.801384,2.5422,spec-56591-KP195920N454621V3_sp15-084.fits.gz 
 9992544,365803160,281.845830,46.913589,0.0000,spec-57302-KP185111N464417V04_sp03-160.fits.gz 
 9994630,242604058,283.107375,46.926722,0.0567,spec-56807-KP185111N464417V02_sp04-058.fits.gz 
 9994798,238004072,283.219403,46.964556,1.2347,spec-56780-KP185111N464417V01_sp04-072.fits.gz 
 9995162,242604052,283.430807,46.961278,1.4709,spec-56807-KP185111N464417V02_sp04-052.fits.gz 
 9995162,242704067,283.430807,46.961278,1.4709,spec-56807-KP185111N464417V03_sp04-067.fits.gz 
 9996595,365809227,284.262958,46.914078,0.3531,spec-57302-KP185111N464417V04_sp09-227.fits.gz 
10000207,350901045,286.374420,46.910332,0.0053,spec-57173-KP190651N485531V02_sp01-045.fits.gz 
10000207,365813056,286.374420,46.910332,0.0053,spec-57302-KP185111N464417V04_sp13-056.fits.gz 
10002647,351007170,287.787720,46.915989,0.0000,spec-57173-KP190651N485531V03_sp07-170.fits.gz 
10002647,363410006,287.787720,46.915989,0.0000,spec-57298-KP192314N471144V02_sp10-006.fits.gz 
10002647,581110006,287.787720,46.915989,0.0000,spec-57919-KP192314N471144V04_sp10-006.fits.gz 
10003419,351007246,288.195590,46.981609,0.0257,spec-57173-KP190651N485531V03_sp07-246.fits.gz 
10003419,363410237,288.195590,46.981609,0.0257,spec-57298-KP192314N471144V02_sp10-237.fits.gz 
10005422,241003045,289.198708,46.946667,0.0714,spec-56798-KP192314N471144V01_sp03-045.fits.gz 
10005966,363403196,289.435098,46.990206,1.3574,spec-57298-KP192314N471144V02_sp03-196.fits.gz 
10006852,581203184,289.838237,46.991774,4.0890,spec-57919-KP192314N471144V05_sp03-184.fits.gz 
10007492,363404177,290.086610,46.945202,0.0257,spec-57298-KP192314N471144V02_sp04-177.fits.gz 
10007492,581104177,290.086610,46.945202,0.0257,spec-57919-KP192314N471144V04_sp04-177.fits.gz 
10010358,363404122,291.247855,46.917789,1.5382,spec-57298-KP192314N471144V02_sp04-122.fits.gz 
10010483,363504116,291.298133,46.973306,0.2822,spec-57298-KP192314N471144V03_sp04-116.fits.gz 
10010946,241004105,291.483116,46.954953,0.3028,spec-56798-KP192314N471144V01_sp04-105.fits.gz 
10011329,363404243,291.651670,46.967312,0.0228,spec-57298-KP192314N471144V02_sp04-243.fits.gz 
10014635,363506039,293.097110,46.990231,0.0246,spec-57298-KP192314N471144V03_sp06-039.fits.gz 
10014635,581306039,293.097110,46.990231,0.0246,spec-57919-KP192314N471144V06_sp06-039.fits.gz 
10014914,363406050,293.213410,46.902519,0.0246,spec-57298-KP192314N471144V02_sp06-050.fits.gz 
10014959,362702130,293.235020,46.908020,0.0224,spec-57297-KP194045N483045V03_sp02-130.fits.gz 
10014959,363406035,293.235020,46.908020,0.0224,spec-57298-KP192314N471144V02_sp06-035.fits.gz 
10014959,581106035,293.235020,46.908020,0.0224,spec-57919-KP192314N471144V04_sp06-035.fits.gz 
10015516,360111169,293.473150,46.970336,1.1800,spec-57287-KP193637N444141V05_sp11-169.fits.gz 
10015516,363506033,293.473150,46.970336,1.1800,spec-57298-KP192314N471144V03_sp06-033.fits.gz 
10016093,247711129,293.708417,46.904389,0.0903,spec-56914-KP193637N444141V02_sp11-129.fits.gz 
10018239,362702056,294.481870,46.986870,0.0226,spec-57297-KP194045N483045V03_sp02-056.fits.gz 
10018442,154801071,294.557875,46.961306,0.0208,spec-56435-KP194045N483045V01_sp01-071.fits.gz 
10018923,359911116,294.740050,46.924900,0.0000,spec-57287-KP193637N444141V03_sp11-116.fits.gz 
10018973,362701073,294.755830,46.983421,0.0230,spec-57297-KP194045N483045V03_sp01-073.fits.gz 
10023439,154807105,296.358208,46.943389,0.0653,spec-56435-KP194045N483045V01_sp07-105.fits.gz 
10024405,362807122,296.666867,46.936134,3.3809,spec-57297-KP194045N483045V04_sp07-122.fits.gz 
10025321,157207059,296.940083,46.936000,0.0727,spec-56550-KP194045N483045V02_sp07-059.fits.gz 
10025387,154807059,296.956083,46.902111,0.0408,spec-56435-KP194045N483045V01_sp07-059.fits.gz 
10028634,157207133,297.867167,46.987500,0.0578,spec-56550-KP194045N483045V02_sp07-133.fits.gz 
10033081,364215209,299.189488,46.996467,3.4447,spec-57299-KP195920N454621V04_sp15-209.fits.gz 
10034623,158915021,299.678417,46.971278,0.1200,spec-56561-KP195920N454621V02_sp15-021.fits.gz 
10053224,365803106,280.780910,47.037128,0.0102,spec-57302-KP185111N464417V04_sp03-106.fits.gz 
10055196,365804025,282.096596,47.027151,1.1911,spec-57302-KP185111N464417V04_sp04-025.fits.gz 
10055674,242604010,282.356790,47.061278,2.1631,spec-56807-KP185111N464417V02_sp04-010.fits.gz 
10055700,238004018,282.372292,47.013167,0.1141,spec-56780-KP185111N464417V01_sp04-018.fits.gz 
10057095,242604053,283.192375,47.024306,0.0357,spec-56807-KP185111N464417V02_sp04-053.fits.gz 
10062594,242613029,286.054483,47.075181,0.1120,spec-56807-KP185111N464417V02_sp13-029.fits.gz 
10063188,351001159,286.377260,47.049541,0.0257,spec-57173-KP190651N485531V03_sp01-159.fits.gz 
10066568,351007229,288.131620,47.047791,0.0081,spec-57173-KP190651N485531V03_sp07-229.fits.gz 
10066568,363410014,288.131620,47.047791,0.0081,spec-57298-KP192314N471144V02_sp10-014.fits.gz 
10066568,581110014,288.131620,47.047791,0.0081,spec-57919-KP192314N471144V04_sp10-014.fits.gz 
10067407,351007221,288.551270,47.090031,0.0031,spec-57173-KP190651N485531V03_sp07-221.fits.gz 
10067407,581210238,288.551270,47.090031,0.0031,spec-57919-KP192314N471144V05_sp10-238.fits.gz 
10068490,351107216,289.052950,47.040981,0.0000,spec-57173-KP190651N485531V04_sp07-216.fits.gz 
10068490,363503093,289.052950,47.040981,0.0000,spec-57298-KP192314N471144V03_sp03-093.fits.gz 
10068490,581303093,289.052950,47.040981,0.0000,spec-57919-KP192314N471144V06_sp03-093.fits.gz 
10068556,350907216,289.081790,47.065182,0.0075,spec-57173-KP190651N485531V02_sp07-216.fits.gz 
10068556,363403093,289.081790,47.065182,0.0075,spec-57298-KP192314N471144V02_sp03-093.fits.gz 
10068556,581203093,289.081790,47.065182,0.0075,spec-57919-KP192314N471144V05_sp03-093.fits.gz 
10068810,351107099,289.214080,47.087090,0.0187,spec-57173-KP190651N485531V04_sp07-099.fits.gz 
10068810,363503177,289.214080,47.087090,0.0187,spec-57298-KP192314N471144V03_sp03-177.fits.gz 
10068810,581303177,289.214080,47.087090,0.0187,spec-57919-KP192314N471144V06_sp03-177.fits.gz 
10069045,363503181,289.322970,47.033390,0.0230,spec-57298-KP192314N471144V03_sp03-181.fits.gz 
10069045,581103188,289.322970,47.033390,0.0230,spec-57919-KP192314N471144V04_sp03-188.fits.gz 
10069277,363403183,289.445217,47.092103,0.1649,spec-57298-KP192314N471144V02_sp03-183.fits.gz 
10069570,581303197,289.579396,47.062931,4.1275,spec-57919-KP192314N471144V06_sp03-197.fits.gz 
10070717,363504152,290.056640,47.059750,0.0061,spec-57298-KP192314N471144V03_sp04-152.fits.gz 
10071249,363404181,290.274870,47.064041,0.0087,spec-57298-KP192314N471144V02_sp04-181.fits.gz 
10080974,363406065,294.121830,47.025391,0.0081,spec-57298-KP192314N471144V02_sp06-065.fits.gz 
10082581,247711219,294.712000,47.049333,0.0224,spec-56914-KP193637N444141V02_sp11-219.fits.gz 
10082602,247711224,294.718458,47.076639,0.0303,spec-56914-KP193637N444141V02_sp11-224.fits.gz 
10082680,154805094,294.743708,47.019111,0.0442,spec-56435-KP194045N483045V01_sp05-094.fits.gz 
10083480,359911029,295.027280,47.096710,0.0053,spec-57287-KP193637N444141V03_sp11-029.fits.gz 
10083815,362701154,295.148860,47.008530,0.0268,spec-57297-KP194045N483045V03_sp01-154.fits.gz 
10087394,157207112,296.353417,47.041389,0.1337,spec-56550-KP194045N483045V02_sp07-112.fits.gz 
10087522,154807112,296.393417,47.030333,0.1520,spec-56435-KP194045N483045V01_sp07-112.fits.gz 
10090400,362707074,297.265530,47.004971,0.0061,spec-57297-KP194045N483045V03_sp07-074.fits.gz 
10090853,364216077,297.394410,47.055462,2.8964,spec-57299-KP195920N454621V04_sp16-077.fits.gz 
10091729,362807186,297.645230,47.060951,0.0043,spec-57297-KP194045N483045V04_sp07-186.fits.gz 
10092485,362707132,297.839080,47.003609,0.0238,spec-57297-KP194045N483045V03_sp07-132.fits.gz 
10095409,158915159,298.688583,47.016361,0.0450,spec-56561-KP195920N454621V02_sp15-159.fits.gz 
10095427,158915173,298.694000,47.088917,0.1025,spec-56561-KP195920N454621V02_sp15-173.fits.gz 
10098590,364215224,299.603906,47.036319,2.4334,spec-57299-KP195920N454621V04_sp15-224.fits.gz 
10118422,238003113,280.774792,47.144194,0.0563,spec-56780-KP185111N464417V01_sp03-113.fits.gz 
10118658,365803115,280.939610,47.185711,0.0264,spec-57302-KP185111N464417V04_sp03-115.fits.gz 
10118929,238003104,281.122025,47.136804,3.5514,spec-56780-KP185111N464417V01_sp03-104.fits.gz 
10122158,238004203,283.119417,47.137944,0.0829,spec-56780-KP185111N464417V01_sp04-203.fits.gz 
10123573,238009201,283.899208,47.186139,0.0000,spec-56780-KP185111N464417V01_sp09-201.fits.gz 
10123707,242709207,283.980292,47.176444,0.0364,spec-56807-KP185111N464417V03_sp09-207.fits.gz 
10124436,351002097,284.327240,47.133018,0.0250,spec-57173-KP190651N485531V03_sp02-097.fits.gz 
10128629,351101164,286.407408,47.142700,0.5823,spec-57173-KP190651N485531V04_sp01-164.fits.gz 
10132247,350907020,288.208190,47.194981,0.0246,spec-57173-KP190651N485531V02_sp07-020.fits.gz 
10134740,351007076,289.325122,47.173038,2.1376,spec-57173-KP190651N485531V03_sp07-076.fits.gz 
10136291,363404162,289.958190,47.158772,0.0261,spec-57298-KP192314N471144V02_sp04-162.fits.gz 
10141036,363404228,291.812350,47.170380,0.0204,spec-57298-KP192314N471144V02_sp04-228.fits.gz 
10141036,581104228,291.812350,47.170380,0.0204,spec-57919-KP192314N471144V04_sp04-228.fits.gz 
10145279,154802247,293.439292,47.114472,0.0913,spec-56435-KP194045N483045V01_sp02-247.fits.gz 
10145279,247611160,293.439292,47.114472,0.0913,spec-56914-KP193637N444141V01_sp11-160.fits.gz 
10145736,363413089,293.608580,47.196911,0.0287,spec-57298-KP192314N471144V02_sp13-089.fits.gz 
10145736,581113089,293.608580,47.196911,0.0287,spec-57919-KP192314N471144V04_sp13-089.fits.gz 
10146348,362702227,293.844094,47.177261,3.2187,spec-57297-KP194045N483045V03_sp02-227.fits.gz 
10146348,363413068,293.844094,47.177261,3.2187,spec-57298-KP192314N471144V02_sp13-068.fits.gz 
10147072,360011130,294.101440,47.136162,0.0268,spec-57287-KP193637N444141V04_sp11-130.fits.gz 
10147072,581313058,294.101440,47.136162,0.0268,spec-57919-KP192314N471144V06_sp13-058.fits.gz 
10147918,360011209,294.390929,47.101708,0.1835,spec-57287-KP193637N444141V04_sp11-209.fits.gz 
10148026,362705092,294.428620,47.192059,0.0296,spec-57297-KP194045N483045V03_sp05-092.fits.gz 
10148026,581113067,294.428620,47.192059,0.0296,spec-57919-KP192314N471144V04_sp13-067.fits.gz 
10148118,154805092,294.462917,47.156861,0.0097,spec-56435-KP194045N483045V01_sp05-092.fits.gz 
10152909,362708207,296.061520,47.186691,0.0298,spec-57297-KP194045N483045V03_sp08-207.fits.gz 
10153739,154808215,296.305500,47.111000,0.0818,spec-56435-KP194045N483045V01_sp08-215.fits.gz 
10155731,364216005,296.892940,47.128738,0.0061,spec-57299-KP195920N454621V04_sp16-005.fits.gz 
10157507,362707197,297.409040,47.117500,1.6386,spec-57297-KP194045N483045V03_sp07-197.fits.gz 
10157507,364316097,297.409040,47.117500,1.6386,spec-57299-KP195920N454621V05_sp16-097.fits.gz 
10158548,165916090,297.678137,47.190272,1.9711,spec-56583-KP195920N454621V03_sp16-090.fits.gz 
10158548,170516090,297.678137,47.190272,1.9711,spec-56591-KP195920N454621V3_sp16-090.fits.gz 
10159900,364216156,298.050750,47.155689,0.0000,spec-57299-KP195920N454621V04_sp16-156.fits.gz 
10160940,158816162,298.323208,47.149750,0.0400,spec-56561-KP195920N454621V01_sp16-162.fits.gz 
10161092,158916162,298.372125,47.181444,0.0462,spec-56561-KP195920N454621V02_sp16-162.fits.gz 
10161943,364215171,298.593350,47.121269,0.0204,spec-57299-KP195920N454621V04_sp15-171.fits.gz 
10163776,364215153,299.097050,47.142738,0.0031,spec-57299-KP195920N454621V04_sp15-153.fits.gz 
10165084,364215220,299.479250,47.100071,0.0211,spec-57299-KP195920N454621V04_sp15-220.fits.gz 
10165693,158815208,299.665375,47.119917,0.0460,spec-56561-KP195920N454621V01_sp15-208.fits.gz 
10186053,238003118,280.831837,47.219500,0.8960,spec-56780-KP185111N464417V01_sp03-118.fits.gz 
10186053,242703118,280.831837,47.219500,0.8960,spec-56807-KP185111N464417V03_sp03-118.fits.gz 
10186075,238003103,280.842663,47.289917,2.1781,spec-56780-KP185111N464417V01_sp03-103.fits.gz 
10186608,365803122,281.204960,47.295410,0.0246,spec-57302-KP185111N464417V04_sp03-122.fits.gz 
10188964,242604050,282.682000,47.226500,0.1287,spec-56807-KP185111N464417V02_sp04-050.fits.gz 
10189920,365804208,283.245120,47.249069,0.0043,spec-57302-KP185111N464417V04_sp04-208.fits.gz 
10190733,365809216,283.693210,47.239380,0.0264,spec-57302-KP185111N464417V04_sp09-216.fits.gz 
10190841,242709203,283.753910,47.271815,2.6920,spec-56807-KP185111N464417V03_sp09-203.fits.gz 
10198347,351007030,287.618162,47.277303,2.3351,spec-57173-KP190651N485531V03_sp07-030.fits.gz 
10198761,350907011,287.835630,47.248859,0.0236,spec-57173-KP190651N485531V02_sp07-011.fits.gz 
10198761,363414181,287.835630,47.248859,0.0236,spec-57298-KP192314N471144V02_sp14-181.fits.gz 
10200377,351107055,288.679780,47.282520,0.0031,spec-57173-KP190651N485531V04_sp07-055.fits.gz 
10200377,581103070,288.679780,47.282520,0.0031,spec-57919-KP192314N471144V04_sp03-070.fits.gz 
10202184,581303165,289.552722,47.258706,0.0290,spec-57919-KP192314N471144V06_sp03-165.fits.gz 
10206851,581204231,291.448720,47.256225,0.1061,spec-57919-KP192314N471144V05_sp04-231.fits.gz 
10207059,581204250,291.539550,47.225572,0.2958,spec-57919-KP192314N471144V05_sp04-250.fits.gz 
10207078,363404232,291.545780,47.205898,0.0075,spec-57298-KP192314N471144V02_sp04-232.fits.gz 
10207078,581104232,291.545780,47.205898,0.0075,spec-57919-KP192314N471144V04_sp04-232.fits.gz 
10207321,363404235,291.640720,47.287998,0.0075,spec-57298-KP192314N471144V02_sp04-235.fits.gz 
10207321,581104235,291.640720,47.287998,0.0075,spec-57919-KP192314N471144V04_sp04-235.fits.gz 
10207623,363409014,291.783080,47.243179,0.0292,spec-57298-KP192314N471144V02_sp09-014.fits.gz 
10208330,241009020,292.064092,47.245670,1.0841,spec-56798-KP192314N471144V01_sp09-020.fits.gz 
10208330,362702173,292.064092,47.245670,1.0841,spec-57297-KP194045N483045V03_sp02-173.fits.gz 
10208330,362802173,292.064092,47.245670,1.0841,spec-57297-KP194045N483045V04_sp02-173.fits.gz 
10212620,363413079,293.788330,47.257671,0.0230,spec-57298-KP192314N471144V02_sp13-079.fits.gz 
10212620,581113079,293.788330,47.257671,0.0230,spec-57919-KP192314N471144V04_sp13-079.fits.gz 
10213594,154805209,294.134750,47.256361,0.0202,spec-56435-KP194045N483045V01_sp05-209.fits.gz 
10213931,362705217,294.251530,47.229698,0.0199,spec-57297-KP194045N483045V03_sp05-217.fits.gz 
10213931,581313069,294.251530,47.229698,0.0199,spec-57919-KP192314N471144V06_sp13-069.fits.gz 
10219338,157208217,296.097917,47.241000,0.1197,spec-56550-KP194045N483045V02_sp08-217.fits.gz 
10220213,154808122,296.388917,47.251611,0.1465,spec-56435-KP194045N483045V01_sp08-122.fits.gz 
10223027,158916204,297.222708,47.268139,0.0000,spec-56561-KP195920N454621V02_sp16-204.fits.gz 
10224100,364216213,297.528840,47.203602,0.0255,spec-57299-KP195920N454621V04_sp16-213.fits.gz 
10226276,158916170,298.116167,47.287528,0.0492,spec-56561-KP195920N454621V02_sp16-170.fits.gz 
10228836,364216111,298.797760,47.276211,0.0242,spec-57299-KP195920N454621V04_sp16-111.fits.gz 
10252281,365814153,280.712680,47.310291,0.0236,spec-57302-KP185111N464417V04_sp14-153.fits.gz 
10252692,365815068,280.989837,47.392208,1.0150,spec-57302-KP185111N464417V04_sp15-068.fits.gz 
10252757,242715068,281.030917,47.368083,0.0572,spec-56807-KP185111N464417V03_sp15-068.fits.gz 
10253602,238003224,281.609750,47.307778,0.0441,spec-56780-KP185111N464417V01_sp03-224.fits.gz 
10254023,242715229,281.897858,47.313544,0.0926,spec-56807-KP185111N464417V03_sp15-229.fits.gz 
10254051,238015241,281.921292,47.398861,0.0562,spec-56780-KP185111N464417V01_sp15-241.fits.gz 
10254051,242715241,281.921292,47.398861,0.0562,spec-56807-KP185111N464417V03_sp15-241.fits.gz 
10256237,238004210,283.128038,47.351839,0.7350,spec-56780-KP185111N464417V01_sp04-210.fits.gz 
10256237,242704210,283.128038,47.351839,0.7350,spec-56807-KP185111N464417V03_sp04-210.fits.gz 
10256237,365804210,283.128038,47.351839,0.7350,spec-57302-KP185111N464417V04_sp04-210.fits.gz 
10257278,238009152,283.732917,47.357528,0.0689,spec-56780-KP185111N464417V01_sp09-152.fits.gz 
10257635,365809050,283.947690,47.372910,0.0268,spec-57302-KP185111N464417V04_sp09-050.fits.gz 
10257683,242609050,283.975792,47.372611,0.0703,spec-56807-KP185111N464417V02_sp09-050.fits.gz 
10257750,238009030,284.014208,47.378167,0.0292,spec-56780-KP185111N464417V01_sp09-030.fits.gz 
10259369,351002130,284.855680,47.329632,0.0061,spec-57173-KP190651N485531V03_sp02-130.fits.gz 
10259369,365813226,284.855680,47.329632,0.0061,spec-57302-KP185111N464417V04_sp13-226.fits.gz 
10262542,350901157,286.541230,47.376202,0.0075,spec-57173-KP190651N485531V02_sp01-157.fits.gz 
10262745,350901172,286.655550,47.301079,0.0053,spec-57173-KP190651N485531V02_sp01-172.fits.gz 
10263341,351001140,286.958560,47.339378,0.0261,spec-57173-KP190651N485531V03_sp01-140.fits.gz 
10264167,351007038,287.402400,47.340401,0.0206,spec-57173-KP190651N485531V03_sp07-038.fits.gz 
10264167,581314040,287.402400,47.340401,0.0206,spec-57919-KP192314N471144V06_sp14-040.fits.gz 
10264774,351107028,287.767950,47.316128,0.1008,spec-57173-KP190651N485531V04_sp07-028.fits.gz 
10267242,351007088,288.965580,47.362701,0.0230,spec-57173-KP190651N485531V03_sp07-088.fits.gz 
10267242,363503075,288.965580,47.362701,0.0230,spec-57298-KP192314N471144V03_sp03-075.fits.gz 
10268744,363403154,289.654387,47.324391,2.6569,spec-57298-KP192314N471144V02_sp03-154.fits.gz 
10273236,363504067,291.521090,47.389751,0.0075,spec-57298-KP192314N471144V03_sp04-067.fits.gz 
10281161,362805088,294.583130,47.331341,0.0295,spec-57297-KP194045N483045V04_sp05-088.fits.gz 
10284955,362708184,295.960820,47.379601,0.0224,spec-57297-KP194045N483045V03_sp08-184.fits.gz 
10286011,157208114,296.310208,47.322917,0.0288,spec-56550-KP194045N483045V02_sp08-114.fits.gz 
10286378,154808125,296.421083,47.398333,0.1043,spec-56435-KP194045N483045V01_sp08-125.fits.gz 
10288903,364216208,297.155760,47.372341,0.0081,spec-57299-KP195920N454621V04_sp16-208.fits.gz 
10289299,362707179,297.265560,47.329350,0.0043,spec-57297-KP194045N483045V03_sp07-179.fits.gz 
10290315,165916218,297.555400,47.399928,0.0441,spec-56583-KP195920N454621V03_sp16-218.fits.gz 
10290457,362706214,297.594510,47.326908,0.0123,spec-57297-KP194045N483045V03_sp06-214.fits.gz 
10290535,364216200,297.620640,47.370098,0.0087,spec-57299-KP195920N454621V04_sp16-200.fits.gz 
10291535,362706222,297.890960,47.348480,0.0043,spec-57297-KP194045N483045V03_sp06-222.fits.gz 
10297313,158811095,299.491208,47.372667,0.0698,spec-56561-KP195920N454621V01_sp11-095.fits.gz 
10297952,364311076,299.681370,47.387001,0.0092,spec-57299-KP195920N454621V05_sp11-076.fits.gz 
10319146,238015055,281.391712,47.431553,0.2362,spec-56780-KP185111N464417V01_sp15-055.fits.gz 
10319146,242615055,281.391712,47.431553,0.2362,spec-56807-KP185111N464417V02_sp15-055.fits.gz 
10319325,242615070,281.518821,47.402472,1.4839,spec-56807-KP185111N464417V02_sp15-070.fits.gz 
10324763,350902038,284.680630,47.479252,0.0075,spec-57173-KP190651N485531V02_sp02-038.fits.gz 
10324763,351102038,284.680630,47.479252,0.0075,spec-57173-KP190651N485531V04_sp02-038.fits.gz 
10328277,350901168,286.594730,47.400108,0.0306,spec-57173-KP190651N485531V02_sp01-168.fits.gz 
10328727,351105008,286.869350,47.443958,0.0232,spec-57173-KP190651N485531V04_sp05-008.fits.gz 
10328946,249205024,286.990208,47.441194,0.1045,spec-56919-KP190651N485531V01_sp05-024.fits.gz 
10331610,350907121,288.438780,47.446400,0.0031,spec-57173-KP190651N485531V02_sp07-121.fits.gz 
10331610,363414067,288.438780,47.446400,0.0031,spec-57298-KP192314N471144V02_sp14-067.fits.gz 
10331610,581214067,288.438780,47.446400,0.0031,spec-57919-KP192314N471144V05_sp14-067.fits.gz 
10331686,350907111,288.475950,47.447239,0.0304,spec-57173-KP190651N485531V02_sp07-111.fits.gz 
10331686,363414051,288.475950,47.447239,0.0304,spec-57298-KP192314N471144V02_sp14-051.fits.gz 
10331686,581114051,288.475950,47.447239,0.0304,spec-57919-KP192314N471144V04_sp14-051.fits.gz 
10332186,581203063,288.729190,47.456600,0.0242,spec-57919-KP192314N471144V05_sp03-063.fits.gz 
