   KIC, 2MASS,        Kep_mag,  flag_act_osc, evol_status, Prot, logg_ast, err, NUV_xs, err, S_Ca_HK, err, S_Mg, err, S_Fe, err, S_Halpha, err, S_CaIR, err 
  7847644,19561678+4332357 ,10.52, 2,2, 75.20, 2.37, 0.01, -999, -999,0.203,0.002,0.653,0.007,0.898,0.008,0.790,0.008,0.579,0.007 
  7866696,18384676+4337475 ,10.33, 0,0,-999.00, 2.38, 0.01, -999, -999,0.134,0.002,0.599,0.004,0.872,0.004,0.786,0.003,0.569,0.004 
  7867854,18421213+4337422 ,11.91, 0,2,-999.00, 2.41, 0.01,0.677,0.366,0.192,0.002,0.778,0.002,0.906,0.005,0.743,0.005,0.606,0.003 
  7868532,18441322+4336562 ,11.91, 0,1,-999.00, 2.77, 0.01, -999, -999,0.171,0.003, -999, -999,0.846,0.009,0.810,0.007,0.584,0.010 
  7868701,18444083+4341551 ,10.89, 0,0,-999.00, 2.32, 0.01,0.490,0.342, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7869334,18462322+4337041 , 9.29, 0,2,-999.00, 2.51, 0.01,0.328,0.409,0.156,0.002,0.692,0.006,0.880,0.008,0.764,0.008,0.587,0.005 
  7869590,18470628+4340344 ,10.88, 1,0, 40.50,-999.00,-999.00,-1.362,0.470,1.044,0.002,0.598,0.004,0.831,0.005,0.971,0.004,0.773,0.032 
  7869659,18471626+4341202 ,11.34, 0,1,-999.00, 2.39, 0.01,-0.697,0.322,0.168,0.001,0.783,0.023,0.920,0.011,0.718,0.008,0.624,0.020 
  7870556,18492241+4339231 ,12.37, 0,1,-999.00, 3.26, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7870980,18501934+4341172 ,12.23, 0,2,-999.00, 2.43, 0.01,0.938,0.442,0.139,0.001,0.615,0.005,0.862,0.007,0.776,0.007,0.575,0.006 
  7871208,18505293+4338158 , 8.60, 0,2,-999.00, 2.67, 0.01,1.445,0.348, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7872519,18534284+4338150 ,12.06, 0,2,-999.00, 2.43, 0.01,0.969,0.397,0.139,0.003,0.660,0.012,0.885,0.013,0.748,0.015,0.569,0.016 
  7878388,19061996+4336401 ,11.44, 0,1,-999.00, 2.93, 0.01, -999, -999,0.187,0.009,0.570,0.004,0.865,0.009,0.773,0.008,0.575,0.005 
  7880417,19103128+4337269 ,12.27, 0,1,-999.00, 3.20, 0.01,1.103,0.413,0.126,0.003, -999, -999,0.844,0.008,0.798,0.007,0.541,0.007 
  7880893,19112795+4336547 ,11.38, 0,1,-999.00, 3.04, 0.01,0.329,0.339,0.167,0.001,0.645,0.007,0.887,0.005,0.835,0.004,0.603,0.005 
  7885455,19194185+4336279 ,12.37, 0,2,-999.00, 2.36, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7887467,19222219+4340053 ,11.58, 0,2,-999.00, 2.55, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7888403,19234066+4336129 ,11.67, 0,0,-999.00, 2.58, 0.01, -999, -999,0.158,0.002,0.543,0.007,0.876,0.011,0.777,0.010,0.568,0.009 
  7889429,19250347+4336015 , 9.93, 0,2,-999.00, 2.34, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7890365,19261415+4340120 ,11.14, 2,2, 85.00, 2.89, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7897890,19364374+4341196 ,12.46, 0,2,-999.00, 2.35, 0.01, -999, -999,0.163,0.004,0.696,0.004,0.899,0.006,0.749,0.006,0.616,0.007 
  7898413,19372026+4339146 ,11.76, 0,0,-999.00, 2.48, 0.01, -999, -999,0.145,0.002,0.627,0.005,0.876,0.009,0.764,0.009,0.591,0.008 
  7899023,19380579+4341221 ,11.51, 0,2,-999.00, 2.45, 0.01, -999, -999,0.146,0.002,0.578,0.004,0.857,0.034,0.783,0.031,0.579,0.009 
  7899428,19383589+4341314 ,11.34, 1,0, 11.46,-999.00,-999.00, -999, -999,0.375,0.003,0.724,0.039,0.895,0.007,0.815,0.006,0.755,0.074 
  7900441,19395038+4340202 ,11.96, 0,2,-999.00, 2.63, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7900733,19401193+4337080 ,11.73, 0,2,-999.00, 2.42, 0.01, -999, -999,0.131,0.002,0.677,0.005,0.865,0.011,0.755,0.009,0.569,0.006 
  7901207,19404732+4340086 ,11.37, 2,2,131.00, 2.82, 0.01, -999, -999,0.247,0.005,0.622,0.009,0.853,0.007,0.748,0.006,0.614,0.012 
  7901381,19405956+4341186 ,12.10, 0,0,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7902578,19423016+4336589 ,11.00, 0,2,-999.00, 2.41, 0.01, -999, -999,0.106,0.004,0.586,0.006,0.851,0.005,0.782,0.005,0.573,0.007 
  7903173,19431187+4339204 ,11.92, 3,1, 20.00, 3.11, 0.01, -999, -999,0.162,0.002,0.628,0.004,0.894,0.008,0.770,0.009,0.640,0.006 
  7904910,19450838+4339517 ,11.44, 0,1,-999.00, 3.19, 0.01, -999, -999,0.200,0.001,0.642,0.003,0.884,0.004,0.742,0.004,0.621,0.003 
  7905047,19451725+4338317 ,10.84, 0,0,-999.00, 2.55, 0.01, -999, -999,0.142,0.002,0.614,0.005,0.883,0.007,0.762,0.006,0.610,0.005 
  7905696,19460178+4337388 ,11.96, 0,0,-999.00, 2.55, 0.01, -999, -999,0.121,0.001,0.596,0.003,0.846,0.003,0.761,0.003,0.600,0.005 
  7906186,19463540+4339248 ,10.73, 0,2,-999.00, 2.64, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7906607,19470350+4337276 ,11.42, 0,2,-999.00, 2.39, 0.01, -999, -999,0.167,0.003,0.677,0.004,0.884,0.006,0.667,0.005,0.579,0.006 
  7907664,19481119+4337038 ,11.48, 0,2,-999.00, 2.46, 0.01, -999, -999,0.166,0.002,0.613,0.003,0.855,0.004,0.765,0.005,0.566,0.004 
  7909320,19494926+4340343 ,11.26, 0,0,-999.00, 2.10, 0.01, -999, -999,0.348,0.001,0.595,0.007,0.892,0.006,0.783,0.005,0.553,0.008 
  7909976,19502551+4339402 , 6.99, 0,2,-999.00, 2.77, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7917803,19580179+4338350 ,11.23, 0,2,-999.00, 2.50, 0.01, -999, -999,0.114,0.001,0.657,0.004,0.857,0.006,0.757,0.006,0.540,0.005 
  7919558,19593937+4339580 ,11.70, 0,2,-999.00, 2.49, 0.01, -999, -999,0.139,0.003,0.666,0.005,0.864,0.032,0.748,0.026,0.531,0.014 
  7935931,18403944+4345281 ,11.93, 0,0,-999.00, 2.38, 0.01,0.469,0.552, -999, -999,0.552,0.030,0.847,0.004,0.786,0.004,0.524,0.003 
  7936407,18415448+4343117 ,10.18, 0,2,-999.00, 2.85, 0.01,1.154,0.364, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7938029,18463743+4346238 ,11.79, 0,0,-999.00, 2.21, 0.01, -999, -999,0.135,0.002,0.514,0.003,0.851,0.007,0.788,0.007,0.548,0.004 
  7940675,18522824+4344036 ,10.68, 0,2,-999.00, 2.93, 0.01,0.689,0.365, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7941728,18542890+4345219 ,12.24, 0,1,-999.00, 2.72, 0.01, -999, -999,0.165,0.001,0.638,0.004,0.900,0.007,0.736,0.007,0.600,0.005 
  7944193,18593425+4344170 ,12.18, 0,2,-999.00, 2.35, 0.01, -999, -999,0.133,0.001,0.621,0.005,0.863,0.005,0.766,0.005,0.543,0.057 
  7946762,19051360+4342174 ,10.88, 0,1,-999.00, 2.66, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7948086,19080061+4347114 ,11.29, 0,2,-999.00, 2.55, 0.01, -999, -999,0.177,0.001,0.660,0.005,0.868,0.008,0.766,0.006,0.555,0.006 
  7948193,19081539+4343599 ,11.09, 2,0,109.00, 2.98, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7949258,19102409+4346068 ,11.79, 0,2,-999.00, 2.43, 0.01,0.850,0.448,0.137,0.002,0.559,0.003,0.857,0.005,0.794,0.004,0.526,0.004 
  7949585,19110454+4342478 ,12.00, 0,2,-999.00, 2.52, 0.01,0.771,0.376,0.173,0.002,0.691,0.006,0.878,0.011,0.747,0.008,0.572,0.009 
  7949599,19110616+4346188 ,11.03, 0,2,-999.00, 2.44, 0.01,0.741,0.395,0.160,0.001,0.594,0.004,0.853,0.005,0.787,0.005,0.544,0.005 
  7950550,19125033+4344332 ,11.00, 0,1,-999.00, 2.71, 0.01,0.376,0.381,0.163,0.002,0.652,0.003,0.884,0.004,0.771,0.004,0.589,0.004 
  7954197,19191018+4345567 ,10.64, 2,0, 75.00, 2.41, 0.01, -999, -999,0.210,0.002,0.578,0.005,0.850,0.004,0.748,0.004,0.551,0.004 
  7955392,19205250+4344008 ,11.75, 0,0,-999.00, 2.53, 0.01, -999, -999,0.162,0.002,0.674,0.004,0.898,0.005,0.721,0.005,0.599,0.029 
  7956671,19223165+4346406 ,10.14, 0,0,-999.00, 2.53, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7957166,19231335+4344255 ,11.73, 0,1,-999.00, 3.21, 0.01, -999, -999,0.162,0.002,0.552,0.005,0.872,0.008,0.776,0.006,0.590,0.008 
  7957377,19233329+4346207 ,11.39, 0,1,-999.00, 2.81, 0.01, -999, -999,0.132,0.002,0.561,0.006,0.851,0.006,0.762,0.006,0.554,0.009 
  7957918,19241665+4343573 ,12.31, 0,1,-999.00, 2.83, 0.01, -999, -999,0.193,0.002,0.616,0.009,0.888,0.012,0.760,0.011,0.595,0.009 
  7967318,19372395+4343438 ,12.49, 2,1,162.00, 3.00, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7967534,19374172+4343272 ,11.65, 0,2,-999.00, 2.38, 0.01, -999, -999,0.130,0.003,0.620,0.009,0.861,0.011,0.775,0.009,0.590,0.009 
  7969754,19403105+4345173 ,12.27, 1,0, 69.10,-999.00,-999.00, -999, -999,0.470,0.003,0.616,0.008,0.854,0.014,0.801,0.016,0.701,0.018 
  7970014,19405146+4342565 ,12.49, 0,2,-999.00, 2.40, 0.01, -999, -999,0.141,0.003,0.623,0.011,0.857,0.009,0.756,0.010,0.563,0.011 
  7971070,19421074+4342073 ,12.04, 0,2,-999.00, 2.39, 0.01, -999, -999,0.151,0.009,0.596,0.007,0.859,0.009,0.767,0.007,0.590,0.007 
  7971906,19430953+4342164 ,11.29, 0,2,-999.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7971999,19431609+4343192 ,11.98, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7973055,19443024+4343531 ,11.66, 0,0,-999.00, 2.53, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7974679,19462369+4345433 , 8.79, 0,2,-999.00, 2.73, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7975276,19470705+4344271 ,12.06, 0,0,-999.00, 2.85, 0.01, -999, -999,0.219,0.003,0.573,0.006,0.857,0.010,0.739,0.009,0.561,0.050 
  7975647,19473031+4344275 ,12.46, 0,0,-999.00, 2.94, 0.01, -999, -999,0.164,0.003,0.649,0.008,0.887,0.010,0.753,0.007,0.588,0.012 
  7975969,19475277+4346056 ,11.80, 0,2,-999.00, 2.46, 0.01, -999, -999,0.185,0.003,0.654,0.004,0.871,0.006,0.765,0.006,0.592,0.005 
  7976420,19482217+4345097 ,12.28, 0,2,-999.00, 2.56, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7976619,19483309+4346060 ,10.84, 0,2,-999.00, 2.85, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  7979316,19510198+4344502 ,10.88, 0,2,-999.00, 2.62, 0.01, -999, -999,0.166,0.002,0.639,0.007,0.869,0.012,0.729,0.010,0.540,0.009 
  7983221,19544857+4343055 ,11.11, 0,2,-999.00, 2.83, 0.01, -999, -999,0.173,0.002,0.721,0.004,0.878,0.005,0.720,0.004,0.560,0.005 
  7985438,19570371+4347206 ,10.44, 0,1,-999.00, 3.14, 0.01, -999, -999,0.137,0.005,0.619,0.006,0.868,0.007,0.758,0.006,0.573,0.007 
  7989220,20004231+4345003 ,10.84, 2,1,132.00, 2.94, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8004637,18401969+4348380 ,11.77, 0,1,-999.00, 2.84, 0.01, -999, -999,0.149,0.003,0.562,0.006,0.865,0.005,0.770,0.006,0.550,0.007 
  8005116,18414238+4350256 ,11.62, 0,2,-999.00, 2.48, 0.01,0.144,0.464,0.129,0.002,0.621,0.003,0.858,0.005,0.789,0.004,0.546,0.003 
  8005721,18432533+4353349 ,12.40, 0,1,-999.00, 3.04, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8006058,18441878+4352026 ,11.00, 0,2,-999.00, 2.47, 0.01,0.275,0.361, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8006060,18441886+4349166 ,11.10, 0,0,-999.00, 2.60, 0.01,1.013,0.370, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8007217,18472487+4353280 , 9.70, 0,2,-999.00, 2.88, 0.01,0.958,0.439,0.171,0.002,0.606,0.003,0.860,0.003,0.770,0.003,0.584,0.004 
  8007458,18480300+4352031 ,11.59, 0,0,-999.00, 2.74, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8008399,18502654+4348535 ,10.59, 0,0,-999.00, 2.62, 0.01,1.309,0.470, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8009339,18522994+4352112 , 9.55, 0,2,-999.00, 2.48, 0.01,1.280,0.388,0.136,0.001,0.615,0.003,0.852,0.006,0.750,0.005,0.544,0.004 
  8009410,18523767+4353370 ,10.99, 2,0,119.00, 2.52, 0.01,-0.463,0.365, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8009582,18525820+4351574 ,10.51, 0,2,-999.00, 2.44, 0.01,-0.017,0.369, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8013399,19003679+4349095 ,11.58, 2,1,120.00, 3.44, 0.01, -999, -999,0.215,0.001,0.612,0.003,0.888,0.003,0.736,0.003,0.605,0.003 
  8016118,19063326+4351001 ,11.22, 0,2,-999.00, 2.85, 0.01, -999, -999,0.197,0.003,0.684,0.003,0.877,0.010,0.751,0.008,0.583,0.003 
  8016586,19073376+4349198 , 8.53, 0,2,-999.00, 2.60, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8017459,19091764+4348499 ,11.04, 0,2,-999.00, 2.45, 0.01,1.345,0.393,0.166,0.002,0.628,0.008,0.857,0.012,0.765,0.011,0.549,0.012 
  8019232,19124304+4351587 ,10.55, 0,0,-999.00, 2.44, 0.01,1.062,0.297,0.162,0.002,0.762,0.007,0.889,0.011,0.725,0.010,0.598,0.011 
  8024699,19213700+4351068 ,12.40, 0,2,-999.00, 2.43, 0.01, -999, -999,0.196,0.002,0.740,0.009,0.913,0.013,0.741,0.011,0.645,0.011 
  8026963,19243781+4350510 ,11.85, 0,1,-999.00, 2.89, 0.01, -999, -999,0.163,0.002,0.634,0.004,0.885,0.006,0.740,0.005,0.587,0.005 
  8028908,19272494+4350117 ,10.76, 0,1,-999.00, 3.06, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8036945,19382381+4353285 ,11.90, 0,2,-999.00, 2.46, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8039416,19413164+4349211 ,11.66, 0,2,-999.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8042126,19445186+4353554 ,11.15, 0,1,-999.00, 3.10, 0.01, -999, -999,0.187,0.002,0.622,0.009,0.907,0.010,0.749,0.008,0.623,0.013 
  8042598,19452324+4351090 ,11.83, 0,2,-999.00, 2.46, 0.01, -999, -999,0.168,0.004,0.740,0.005,0.888,0.008,0.705,0.005,0.591,0.006 
  8042834,19453823+4350211 ,11.85, 0,2,-999.00, 2.55, 0.01, -999, -999,0.191,0.002,0.651,0.005,0.875,0.011,0.730,0.009,0.581,0.006 
  8045883,19485582+4351411 ,11.08, 0,2,-999.00, 2.39, 0.01, -999, -999,0.160,0.002,0.674,0.003,0.879,0.003,0.752,0.003,0.592,0.003 
  8046439,19492609+4352210 ,11.29, 0,2,-999.00, 2.76, 0.01, -999, -999,0.174,0.003,0.689,0.003,0.882,0.005,0.741,0.006,0.592,0.005 
  8053949,19564072+4351427 ,11.51, 0,1,-999.00, 2.76, 0.01, -999, -999,0.143,0.003,0.655,0.004,0.872,0.005,0.746,0.005,0.575,0.005 
  8054055,19564758+4351029 ,12.05, 0,1,-999.00, 3.00, 0.01, -999, -999,0.157,0.002,0.611,0.004,0.866,0.005,0.736,0.004,0.592,0.003 
  8054233,19565846+4348517 ,11.78, 4,0,-999.00, 2.57, 0.01, -999, -999,0.146,0.001,0.722,0.003,0.879,0.003,0.736,0.003,0.563,0.005 
  8055041,19574262+4353588 ,11.47, 0,0,-999.00, 2.91, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8055108,19574700+4349172 ,11.81, 0,1,-999.00, 2.98, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8055930,19583401+4351487 ,12.18, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8056874,19593004+4350259 ,12.08, 0,2,-999.00, 2.64, 0.01, -999, -999,0.140,0.001,0.684,0.002,0.876,0.004,0.775,0.005,0.562,0.003 
  8074326,18424530+4357327 ,12.30, 0,2,-999.00, 2.44, 0.01,0.753,0.527, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8074906,18442894+4358217 ,12.42, 0,1,-999.00, 3.06, 0.01,-0.293,0.402, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8078554,18523847+4355519 ,10.96, 0,2,-999.00, 2.46, 0.01,0.420,0.371,0.089,0.001,0.668,0.002,0.878,0.003,0.748,0.002,0.562,0.003 
  8081278,18581274+4359315 ,11.65, 0,1,-999.00, 2.42, 0.01, -999, -999,0.087,0.001,0.550,0.003,0.858,0.006,0.774,0.006,0.586,0.004 
  8081535,18584608+4355231 ,11.18, 0,2,-999.00, 2.53, 0.01, -999, -999,0.079,0.001,0.610,0.005,0.878,0.008,0.779,0.008,0.567,0.006 
  8082494,19005756+4358386 ,12.16, 0,2,-999.00, 2.40, 0.01, -999, -999,0.148,0.001,0.611,0.004,0.858,0.006,0.760,0.006,0.552,0.006 
  8084971,19063155+4356152 ,12.37, 0,1,-999.00, 3.08, 0.01, -999, -999,0.176,0.002,0.566,0.007,0.894,0.010,0.758,0.008,0.598,0.009 
  8085964,19083556+4355029 , 9.89, 2,2, 97.00, 2.90, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8085998,19083825+4355009 , 8.85, 0,2,-999.00, 2.46, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8086192,19090199+4356458 ,11.53, 0,0,-999.00, 2.79, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8087067,19104399+4354445 ,11.87, 0,1,-999.00, 2.92, 0.01,0.237,0.393, -999, -999,0.603,0.006,0.881,0.011,0.801,0.013,0.595,0.007 
  8088198,19130199+4354219 ,12.26, 0,2,-999.00, 2.46, 0.01,0.538,0.384,0.146,0.003,0.702,0.010,0.885,0.012,0.746,0.011,0.583,0.011 
  8092466,19201910+4356131 ,12.36, 0,0,-999.00, 2.68, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8094602,19225331+4355231 ,12.26, 0,1,-999.00, 2.64, 0.01, -999, -999,0.158,0.003,0.557,0.015,0.858,0.025,0.786,0.018,0.560,0.023 
  8097755,19272603+4354321 ,12.33, 0,2,-999.00, 2.37, 0.01, -999, -999,0.134,0.007,0.680,0.014,0.896,0.024,0.746,0.019,0.588,0.023 
  8097831,19273185+4359489 , 9.93, 0,1,-999.00, 2.50, 0.01, -999, -999,0.152,0.002,0.678,0.011,0.901,0.035,0.748,0.035,0.609,0.017 
  8097926,19274114+4355302 ,10.78, 0,2,-999.00, 2.38, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8098815,19290216+4354569 ,12.20, 0,1,-999.00, 3.27, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8099073,19292304+4355119 ,11.49, 0,2,-999.00, 2.53, 0.01, -999, -999,0.141,0.005,0.683,0.024,0.874,0.010,0.740,0.009,0.569,0.044 
  8099102,19292505+4359410 ,12.42, 0,1,-999.00, 2.33, 0.01, -999, -999,0.225,0.004,0.718,0.005,0.916,0.004,0.738,0.004,0.613,0.006 
  8104771,19371477+4355319 ,11.47, 0,2,-999.00, 2.68, 0.01, -999, -999,0.148,0.004,0.651,0.002,0.874,0.004,0.757,0.003,0.576,0.004 
  8105002,19373088+4354419 ,10.95, 0,0,-999.00, 2.50, 0.01, -999, -999,0.141,0.004,0.626,0.005,0.880,0.008,0.776,0.006,0.599,0.005 
  8105018,19373201+4356288 ,11.26, 3,0,112.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8105575,19381333+4356198 ,11.64, 0,2,-999.00, 2.53, 0.01, -999, -999,0.128,0.003,0.656,0.006,0.880,0.009,0.760,0.008,0.612,0.006 
  8107079,19401306+4356049 ,11.83, 0,0,-999.00, 3.03, 0.01, -999, -999,0.157,0.001,0.617,0.005,0.875,0.014,0.764,0.015,0.605,0.007 
  8107227,19402664+4355573 ,11.35, 0,2,-999.00, 2.78, 0.01, -999, -999,0.126,0.001,0.720,0.012,0.879,0.005,0.725,0.005,0.572,0.016 
  8107831,19411349+4359580 ,11.31, 0,2,-999.00, 2.61, 0.01, -999, -999,0.138,0.002,0.669,0.006,0.869,0.006,0.768,0.005,0.576,0.009 
  8108336,19415058+4358319 ,12.05, 2,0, 10.00, 2.58, 0.01, -999, -999,0.255,0.004,0.672,0.004,0.868,0.005,0.758,0.005,0.619,0.006 
  8110811,19444823+4358355 ,10.66, 4,0,-999.00, 2.92, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8112523,19464950+4355488 ,11.84, 0,1,-999.00, 2.71, 0.01, -999, -999, -999, -999, -999, -999,0.840,0.004,0.789,0.004,0.563,0.004 
  8113429,19474833+4355091 ,10.67, 0,2,-999.00, 2.59, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8123843,19574896+4358081 ,11.62, 0,0,-999.00, 2.44, 0.01, -999, -999,0.113,0.002,0.595,0.004,0.860,0.004,0.772,0.004,0.539,0.006 
  8124622,19583614+4357359 ,10.83, 0,2,-999.00, 2.72, 0.01, -999, -999,0.159,0.003,0.703,0.005,0.874,0.005,0.722,0.005,0.563,0.005 
  8126282,20002162+4354159 ,10.64, 2,2, 86.00, 2.91, 0.01, -999, -999,0.198,0.002,0.711,0.006,0.871,0.007,0.715,0.007,0.582,0.006 
  8127465,20013858+4357076 ,10.54, 0,1,-999.00, 3.29, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8129047,20031082+4358573 ,10.71, 0,1,-999.00, 2.68, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8142716,18425862+4405244 ,11.79, 0,0,-999.00, 2.38, 0.01,0.486,0.398, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8142943,18434235+4404349 ,12.37, 0,2,-999.00, 2.56, 0.01,0.650,0.366, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8143094,18440772+4401437 ,10.61, 0,2,-999.00, 2.44, 0.01,1.309,0.412, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8143132,18441382+4405495 ,12.44, 0,2,-999.00, 2.38, 0.01,-0.082,0.362, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8143905,18461595+4403525 ,12.15, 0,1,-999.00, 2.57, 0.01,0.668,0.429, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8144529,18475872+4404481 ,11.83, 0,1,-999.00, 2.50, 0.01,0.742,0.501,0.166,0.002,0.585,0.004,0.877,0.007,0.784,0.005,0.596,0.009 
  8144991,18490996+4404068 ,11.51, 0,2,-999.00, 2.44, 0.01,1.688,0.441, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8145152,18492936+4405287 ,10.60, 0,0,-999.00, 2.27, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8145176,18493309+4403200 ,11.75, 0,2,-999.00, 2.38, 0.01,-0.369,0.344,0.131,0.001,0.699,0.003,0.904,0.005,0.741,0.005,0.597,0.004 
  8145311,18495269+4404330 ,11.85, 0,0,-999.00, 2.83, 0.01,1.308,0.447, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8145590,18503195+4402559 , 9.79, 0,2,-999.00, 2.60, 0.01,1.035,0.409,0.191,0.002,0.659,0.004,0.870,0.003,0.755,0.003,0.583,0.004 
  8145677,18504388+4403143 ,11.54, 0,2,-999.00, 2.42, 0.01,-0.152,0.340,0.172,0.001,0.760,0.003,0.917,0.008,0.721,0.009,0.644,0.003 
  8148719,18570530+4405002 ,12.15, 0,1,-999.00, 3.15, 0.01,-0.100,0.402,0.182,0.002,0.648,0.004,0.914,0.006,0.752,0.005,0.617,0.005 
  8148993,18574167+4405419 ,12.13, 0,2,-999.00, 2.41, 0.01,-0.059,0.374,0.155,0.002,0.724,0.005,0.890,0.007,0.752,0.007,0.586,0.006 
  8153309,19070205+4401501 ,12.21, 0,0,-999.00, 2.36, 0.01, -999, -999,0.156,0.001,0.614,0.008,0.870,0.013,0.759,0.011,0.571,0.011 
  8154383,19091708+4400122 ,10.88, 0,0,-999.00, 2.73, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8154541,19093594+4400480 ,11.15, 0,2,-999.00, 2.50, 0.01,-0.740,0.334,0.184,0.002,0.651,0.005,0.863,0.007,0.745,0.007,0.568,0.006 
  8154693,19095402+4400023 ,12.13, 0,1,-999.00, 3.07, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8154799,19100584+4400193 ,12.03, 0,1,-999.00, 2.28, 0.01,1.418,0.517, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  8154817,19100837+4405180 ,12.48, 0,1,-999.00, 2.54, 0.01,0.709,0.532,0.147,0.002,0.568,0.009,0.871,0.015,0.782,0.013,0.552,0.011 
  8158382,19165094+4404569 ,12.37, 0,1,-999.00, 2.86, 0.01, -999, -999,0.162,0.001,0.548,0.004,0.868,0.006,0.780,0.005,0.585,0.005 
