   KIC, 2MASS,        Kep_mag,  flag_act_osc, evol_status, Prot, logg_ast, err, NUV_xs, err, S_Ca_HK, err, S_Mg, err, S_Fe, err, S_Halpha, err, S_CaIR, err 
  5612549,19180824+4051167 ,10.28, 0,2,-999.00, 2.34, 0.01, -999, -999,0.152,0.001,0.728,0.011,0.896,0.007,0.749,0.006,0.572,0.013 
  5615331,19212398+4052278 ,10.31, 0,2,-999.00, 2.58, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5616050,19221679+4050023 ,12.41, 0,2,-999.00, 2.37, 0.01, -999, -999,0.116,0.006,0.645,0.006,0.856,0.005,0.791,0.004,0.526,0.005 
  5616851,19231975+4053206 ,12.25, 0,0,-999.00, 2.74, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5617000,19233125+4053480 ,11.38, 0,2,-999.00, 2.44, 0.01, -999, -999,0.122,0.004,0.605,0.003,0.853,0.004,0.743,0.004,0.555,0.003 
  5620302,19273801+4051354 ,11.58, 0,0,-999.00, 2.38, 0.01, -999, -999,0.168,0.005, -999, -999,0.835,0.008,0.799,0.007,0.525,0.014 
  5620305,19273808+4053019 , 9.20, 6,0,-999.00, 3.05, 0.04, -999, -999,0.262,0.002,0.737,0.004,0.882,0.003,0.688,0.003,0.601,0.006 
  5620596,19280102+4050138 ,11.32, 0,2,-999.00, 2.51, 0.01, -999, -999,0.152,0.001,0.704,0.002,0.884,0.003,0.726,0.003,0.558,0.004 
  5620720,19281060+4048488 ,11.40, 0,2,-999.00, 2.66, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5621757,19292726+4052044 ,10.36, 0,0,-999.00, 2.24, 0.01, -999, -999,0.248,0.004,0.603,0.008,0.881,0.010,0.781,0.008,0.523,0.013 
  5623097,19310141+4048064 ,11.65, 0,1,-999.00, 3.30, 0.01, -999, -999,0.129,0.001,0.518,0.003,0.863,0.004,0.780,0.004,0.515,0.005 
  5629459,19382136+4053026 ,10.25, 0,2,-999.00, 2.52, 0.01, -999, -999,0.144,0.003,0.622,0.006,0.848,0.007,0.746,0.007,0.548,0.009 
  5630212,19391001+4052152 ,10.21, 1,0, 31.10,-999.00,-999.00, -999, -999,0.637,0.002,0.644,0.008,0.875,0.010,0.877,0.010,0.739,0.012 
  5630215,19391015+4049146 ,11.27, 0,0,-999.00, 2.88, 0.01, -999, -999,0.247,0.001,0.735,0.005,0.889,0.008,0.736,0.007,0.602,0.068 
  5631694,19404194+4051552 ,11.50, 0,2,-999.00, 2.44, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5633342,19421770+4051300 , 9.79, 2,1,109.00, 3.32, 0.01, -999, -999,0.230,0.003,0.660,0.003,0.899,0.004,0.716,0.004,0.620,0.004 
  5637392,19455943+4049431 ,12.46, 0,1,-999.00, 2.83, 0.01, -999, -999,0.183,0.001,0.620,0.003,0.886,0.004,0.746,0.004,0.608,0.004 
  5638865,19471570+4049089 ,11.73, 0,2,-999.00, 2.55, 0.01, -999, -999,0.122,0.003,0.592,0.003,0.852,0.004,0.770,0.003,0.550,0.003 
  5639438,19474353+4051279 ,12.22, 4,0,-999.00, 3.17, 0.01, -999, -999,0.158,0.001,0.576,0.005,0.877,0.005,0.766,0.006,0.596,0.006 
  5640843,19485221+4052272 ,11.06, 0,2,-999.00, 2.40, 0.01, -999, -999,0.145,0.002,0.677,0.004,0.890,0.004,0.752,0.004,0.594,0.005 
  5641322,19491720+4050529 ,10.65, 0,0,-999.00, 2.62, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5648894,19553358+4049127 , 8.58, 0,2,-999.00, 2.80, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5650420,19564582+4049215 ,12.39, 4,0,-999.00, 2.43, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5653970,19592808+4048209 ,11.60, 0,1,-999.00, 2.97, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5685000,18552997+4058592 ,11.29, 0,2,-999.00, 2.38, 0.01, -999, -999,0.149,0.001,0.706,0.003,0.897,0.004,0.750,0.004, -999, -999 
  5685237,18555805+4055455 ,12.25, 0,1,-999.00, 2.94, 0.01, -999, -999,0.188,0.001,0.669,0.003,0.864,0.004,0.749,0.004,0.607,0.007 
  5685244,18555883+4058294 ,11.62, 2,2, 82.00, 2.36, 0.01, -999, -999,0.154,0.004,0.611,0.002,0.888,0.003,0.717,0.003,0.561,0.003 
  5689343,19035922+4054350 ,11.29, 0,2,-999.00, 2.92, 0.01, -999, -999,0.284,0.001,0.679,0.008,0.894,0.012,0.772,0.010,0.611,0.011 
  5689606,19043278+4056316 ,11.56, 0,0,-999.00, 2.56, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5693454,19110535+4056375 ,11.63, 0,1,-999.00, 3.00, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5694720,19130136+4057375 , 9.82, 0,0,-999.00, 2.40, 0.01, -999, -999,0.114,0.002,0.594,0.008,0.854,0.012,0.781,0.008,0.568,0.011 
  5695096,19133679+4058553 ,12.16, 0,2,-999.00, 2.44, 0.01, -999, -999, -999, -999,0.657,0.007,0.868,0.008,0.761,0.007,0.592,0.009 
  5696081,19150712+4057063 ,11.27, 0,1,-999.00, 3.31, 0.01, -999, -999,0.213,0.002,0.606,0.005,0.888,0.007,0.762,0.005,0.604,0.006 
  5698093,19175104+4055364 ,11.45, 0,1,-999.00, 3.18, 0.01, -999, -999,0.159,0.003,0.572,0.010,0.866,0.013,0.777,0.012,0.578,0.017 
  5698599,19182817+4055399 ,12.26, 0,2,-999.00, 2.39, 0.01, -999, -999,0.153,0.003,0.738,0.003,0.901,0.004,0.726,0.004,0.605,0.005 
  5700368,19203871+4055455 , 8.16, 0,2,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5701850,19222458+4059345 ,11.43, 0,0,-999.00, 2.53, 0.01, -999, -999,0.159,0.004,0.640,0.004,0.874,0.005,0.762,0.005,0.590,0.006 
  5702180,19225100+4058232 ,10.12, 0,2,-999.00, 2.57, 0.01, -999, -999,0.170,0.003,0.692,0.005,0.890,0.007,0.743,0.007,0.567,0.008 
  5702251,19225650+4056598 ,11.20, 0,1,-999.00, 3.11, 0.01, -999, -999,0.208,0.001,0.629,0.004,0.900,0.005,0.740,0.006,0.600,0.006 
  5703348,19242515+4056565 ,11.48, 0,2,-999.00, 2.47, 0.01, -999, -999,0.132,0.003,0.705,0.003,0.868,0.003,0.734,0.003,0.557,0.004 
  5706341,19282096+4059332 ,10.44, 0,2,-999.00, 2.87, 0.01, -999, -999,0.151,0.002,0.697,0.002,0.881,0.002,0.678,0.002,0.560,0.002 
  5706760,19285310+4054442 ,11.29, 0,2,-999.00, 2.49, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5707098,19291840+4057042 ,10.46, 0,2,-999.00, 2.53, 0.01, -999, -999,0.179,0.001,0.697,0.005,0.895,0.007,0.732,0.005,0.586,0.007 
  5707338,19293455+4054186 ,10.11, 2,2,132.00, 2.82, 0.01, -999, -999,0.203,0.001,0.664,0.005,0.869,0.007,0.721,0.007,0.576,0.007 
  5707560,19295053+4057040 ,11.98, 3,0,130.00, 2.39, 0.01, -999, -999,0.204,0.001,0.589,0.003,0.848,0.008,0.790,0.008,0.541,0.008 
  5709182,19314933+4059408 ,12.01, 3,0, 40.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5709564,19321853+4058217 , 9.73, 0,2,-999.00, 2.34, 0.01, -999, -999,0.129,0.001,0.626,0.009,0.883,0.005,0.761,0.005,0.580,0.005 
  5709667,19322573+4059389 ,12.16, 0,0,-999.00, 2.87, 0.01, -999, -999,0.165,0.001,0.595,0.004,0.859,0.007,0.744,0.006,0.578,0.006 
  5715911,19392935+4059446 ,12.35, 0,2,-999.00, 2.86, 0.01, -999, -999,0.175,0.002,0.719,0.002,0.888,0.003,0.726,0.003,0.586,0.003 
  5717058,19404257+4059512 ,11.30, 0,2,-999.00, 2.65, 0.01, -999, -999,0.165,0.002,0.689,0.006,0.879,0.008,0.735,0.007,0.575,0.008 
  5717541,19411612+4058298 ,11.93, 0,0,-999.00, 3.16, 0.01, -999, -999,0.210,0.001,0.608,0.005,0.882,0.006,0.747,0.006,0.600,0.007 
  5721762,19450323+4055419 ,11.41, 0,2,-999.00, 2.48, 0.01, -999, -999,0.162,0.002,0.615,0.003,0.847,0.004,0.762,0.004,0.550,0.004 
  5722826,19455747+4058232 ,11.45, 0,2,-999.00, 2.51, 0.01, -999, -999,0.160,0.003,0.636,0.005,0.872,0.008,0.762,0.008,0.580,0.009 
  5723909,19465321+4058004 , 9.53, 0,2,-999.00, 2.51, 0.01, -999, -999,0.139,0.001,0.590,0.004,0.856,0.005,0.774,0.005,0.558,0.004 
  5726892,19492416+4055032 ,11.28, 0,2,-999.00, 2.57, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5728401,19503438+4057368 ,11.54, 0,2,-999.00, 2.45, 0.01, -999, -999,0.145,0.002,0.666,0.004,0.879,0.004,0.754,0.005,0.539,0.004 
  5730384,19521436+4056192 ,10.82, 0,2,-999.00, 2.44, 0.01, -999, -999,0.125,0.004,0.601,0.004,0.860,0.005,0.766,0.005,0.536,0.004 
  5730703,19523128+4058507 ,11.85, 0,2,-999.00, 2.61, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5730952,19524424+4055065 ,10.58, 0,0,-999.00, 2.54, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5734838,19555019+4054042 ,10.80, 0,2,-999.00, 2.66, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5737282,19574455+4058587 ,11.99, 2,1,166.00, 2.69, 0.01, -999, -999,0.220,0.002,0.675,0.003,0.868,0.003,0.732,0.003,0.556,0.003 
  5769244,18534059+4102118 , 9.91, 0,1,-999.00, 3.05, 0.01, -999, -999,0.200,0.002,0.526,0.003,0.852,0.004,0.789,0.004,0.590,0.003 
  5770923,18565279+4101153 ,10.73, 0,2,-999.00, 2.83, 0.01, -999, -999,0.166,0.001,0.697,0.008,0.877,0.010,0.729,0.008,0.554,0.008 
  5774568,19040326+4103031 ,11.54, 0,0,-999.00, 2.96, 0.01, -999, -999,0.108,0.001,0.543,0.013,0.860,0.016,0.782,0.017,0.593,0.020 
  5774953,19044336+4102317 ,11.39, 0,2,-999.00, 2.43, 0.01, -999, -999,0.152,0.002,0.587,0.014,0.859,0.024,0.797,0.019,0.581,0.021 
  5780142,19131310+4102517 ,12.13, 2,2, 94.00, 2.36, 0.01, -999, -999,0.200,0.002,0.502,0.003,0.876,0.005,0.730,0.004,0.552,0.004 
  5781782,19153575+4103360 ,11.42, 0,2,-999.00, 2.48, 0.01, -999, -999,0.132,0.006,0.666,0.003,0.875,0.004,0.743,0.004,0.547,0.005 
  5782127,19160497+4102351 ,10.87, 0,2,-999.00, 2.36, 0.01, -999, -999,0.135,0.001,0.691,0.002,0.881,0.009,0.756,0.007,0.593,0.007 
  5785620,19202601+4102586 ,11.35, 0,0,-999.00, 2.38, 0.01, -999, -999,0.153,0.002,0.619,0.006,0.874,0.007,0.775,0.006,0.572,0.006 
  5785710,19203177+4104010 ,12.03, 0,0,-999.00, 2.07, 0.01, -999, -999,0.143,0.002,0.592,0.004,0.886,0.005,0.764,0.004,0.569,0.004 
  5785879,19204355+4103482 ,11.16, 3,0,126.00, 2.40, 0.01, -999, -999,0.175,0.003,0.640,0.003,0.882,0.005,0.804,0.005,0.691,0.004 
  5787509,19223964+4101285 ,11.14, 0,2,-999.00, 2.39, 0.01, -999, -999,0.140,0.001,0.575,0.009,0.846,0.004,0.784,0.004,0.536,0.009 
  5788354,19234777+4105145 ,11.43, 0,2,-999.00, 2.47, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5790744,19265993+4103294 ,11.90, 0,0,-999.00, 2.61, 0.01, -999, -999,0.179,0.001,0.588,0.002,0.866,0.003,0.775,0.003,0.569,0.003 
  5790837,19270775+4102534 , 8.31, 0,0,-999.00, 2.58, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5791135,19273103+4104518 ,11.74, 0,2,-999.00, 2.55, 0.01, -999, -999,0.151,0.001,0.583,0.002,0.848,0.003,0.767,0.003,0.551,0.003 
  5791844,19282852+4100385 ,11.20, 0,2,-999.00, 2.64, 0.01, -999, -999,0.156,0.002,0.663,0.002,0.872,0.003,0.758,0.003,0.561,0.003 
  5791889,19283210+4104584 ,11.01, 0,1,-999.00, 3.01, 0.01, -999, -999,0.152,0.001,0.597,0.002,0.863,0.002,0.765,0.002,0.573,0.002 
  5792113,19284949+4101186 ,11.88, 0,0,-999.00, 2.46, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5792421,19291190+4103560 ,10.91, 0,2,-999.00, 2.56, 0.01, -999, -999,0.149,0.001,0.679,0.002,0.882,0.003,0.724,0.003,0.569,0.003 
  5792500,19291741+4103558 , 9.49, 0,2,-999.00, 2.56, 0.01, -999, -999, -999, -999,0.659,0.005,0.881,0.007,0.740,0.006,0.612,0.004 
  5792581,19292271+4103233 ,10.74, 0,0,-999.00, 2.81, 0.01, -999, -999,0.183,0.001,0.690,0.003,0.888,0.005,0.707,0.004,0.602,0.024 
  5793427,19302545+4105344 ,11.84, 0,1,-999.00, 2.94, 0.01, -999, -999,0.193,0.001,0.657,0.012,0.888,0.015,0.739,0.013,0.607,0.030 
  5793628,19304093+4104063 ,11.10, 4,0,-999.00, 2.47, 0.01, -999, -999,0.163,0.001,0.673,0.003,0.875,0.005,0.746,0.004,0.579,0.005 
  5794100,19311995+4105084 ,12.01, 0,2,-999.00, 2.44, 0.01, -999, -999,0.117,0.001,0.597,0.004,0.844,0.007,0.745,0.005,0.560,0.005 
  5795250,19323899+4104346 ,11.67, 0,0,-999.00, 2.61, 0.01, -999, -999,0.155,0.002,0.599,0.006,0.878,0.009,0.768,0.007,0.612,0.009 
  5795475,19325781+4102349 ,11.97, 0,2,-999.00, 3.24, 0.01, -999, -999,0.211,0.005,0.738,0.017,0.905,0.024,0.712,0.019,0.677,0.008 
  5795626,19330865+4103086 , 9.16, 0,2,-999.00, 2.50, 0.01, -999, -999,0.145,0.002,0.749,0.006,0.911,0.007,0.727,0.006,0.598,0.008 
  5802573,19404579+4103488 ,11.65, 0,1,-999.00, 2.82, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5806522,19442871+4103173 ,11.26, 0,1,-999.00, 2.67, 0.01, -999, -999,0.156,0.001,0.549,0.004,0.848,0.005,0.777,0.005,0.567,0.011 
  5808398,19460536+4102079 ,11.46, 2,1,146.00, 3.02, 0.01, -999, -999,0.261,0.001,0.541,0.007,0.834,0.010,0.740,0.008,0.570,0.009 
  5808438,19460706+4103425 ,11.93, 0,2,-999.00, 2.42, 0.01, -999, -999,0.208,0.003,0.824,0.010,0.924,0.007,0.634,0.005,0.679,0.006 
  5810333,19475057+4101032 ,10.92, 0,2,-999.00, 2.37, 0.01, -999, -999,0.166,0.002,0.612,0.003,0.884,0.005,0.762,0.005,0.586,0.004 
  5811766,19490669+4101352 ,10.44, 0,0,-999.00, 2.55, 0.01, -999, -999,0.161,0.003,0.617,0.007,0.875,0.010,0.773,0.010,0.559,0.007 
  5814204,19505951+4103456 ,11.37, 8,0,-999.00, 2.61, 0.01, -999, -999,0.166,0.002,0.541,0.006,0.859,0.007,0.819,0.006,0.561,0.008 
  5816145,19524659+4100525 ,12.12, 0,0,-999.00, 2.58, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5816671,19531487+4102309 ,10.59, 6,0,-999.00, 2.93, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5819905,19554292+4105062 ,12.28, 0,0,-999.00, 2.56, 0.01, -999, -999,0.123,0.002,0.622,0.005,0.865,0.004,0.684,0.004,0.549,0.003 
  5821762,19570739+4103132 ,12.30, 1,0,  9.25,-999.00,-999.00, -999, -999,0.398,0.002,0.767,0.003,0.890,0.006,0.709,0.007,0.704,0.013 
  5822889,19575825+4104110 ,11.04, 2,1, 90.00, 3.33, 0.04, -999, -999,0.241,0.002,0.647,0.007,0.897,0.013,0.714,0.012,0.619,0.024 
  5822936,19580014+4104422 ,11.08, 0,0,-999.00, 2.54, 0.01, -999, -999,0.166,0.002,0.652,0.010,0.892,0.014,0.751,0.010,0.602,0.014 
  5824148,19585992+4100323 ,12.42, 0,1,-999.00, 3.18, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5854149,18514014+4107296 ,12.02, 0,2,-999.00, 2.51, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5855568,18542630+4108397 ,11.88, 0,2,-999.00, 2.47, 0.01, -999, -999,0.146,0.003,0.662,0.002,0.887,0.003,0.724,0.002,0.563,0.003 
  5857618,18583415+4110232 ,11.81, 0,1,-999.00, 2.76, 0.01, -999, -999,0.135,0.001,0.573,0.004,0.833,0.005,0.765,0.004,0.540,0.005 
  5857981,18591786+4111539 ,12.30, 0,1,-999.00, 2.64, 0.01, -999, -999,0.261,0.002,0.646,0.007,0.899,0.008,0.774,0.007,0.654,0.009 
  5858034,18592445+4108444 ,11.74, 0,2,-999.00, 2.49, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5859492,19021718+4107236 ,10.27, 0,2,-999.00, 2.44, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5866138,19135012+4106294 ,11.07, 4,0,-999.00, 2.86, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5866737,19144699+4111412 ,10.76, 0,1,-999.00, 2.73, 0.01, -999, -999,0.180,0.002,0.743,0.005,0.877,0.006,0.811,0.005,0.664,0.007 
  5866945,19150344+4111550 ,12.37, 0,0,-999.00, 2.87, 0.01, -999, -999,0.282,0.002,0.592,0.009,0.857,0.014,0.769,0.013,0.567,0.011 
  5871340,19204413+4108431 ,11.99, 0,2,-999.00, 2.40, 0.01, -999, -999,0.146,0.001,0.650,0.017,0.885,0.020,0.783,0.019,0.571,0.025 
  5871792,19211551+4111485 ,11.79, 0,2,-999.00, 2.48, 0.01, -999, -999,0.130,0.002,0.631,0.005,0.862,0.007,0.760,0.007,0.555,0.010 
  5872236,19214904+4109026 ,10.76, 0,2,-999.00, 2.41, 0.01, -999, -999,0.147,0.003,0.677,0.003,0.891,0.005,0.764,0.004,0.546,0.003 
  5872509,19220847+4108072 ,10.94, 0,2,-999.00, 2.49, 0.01, -999, -999,0.160,0.001,0.656,0.003,0.885,0.004,0.765,0.003,0.540,0.003 
  5879728,19313787+4108120 ,11.91, 0,2,-999.00, 2.47, 0.01, -999, -999,0.180,0.002,0.690,0.003,0.884,0.004,0.743,0.004,0.597,0.005 
  5881162,19331941+4107156 ,11.44, 0,2,-999.00, 2.46, 0.01, -999, -999,0.161,0.002,0.590,0.005,0.836,0.007,0.750,0.006,0.514,0.006 
  5881715,19340082+4108491 ,11.47, 0,2,-999.00, 2.38, 0.01, -999, -999,0.162,0.001,0.674,0.004,0.876,0.005,0.763,0.004,0.575,0.005 
  5882005,19342102+4106113 ,10.19, 0,2,-999.00, 2.82, 0.01, -999, -999,0.131,0.001,0.646,0.008,0.876,0.009,0.761,0.008,0.585,0.010 
  5887403,19401565+4106537 ,11.82, 0,2,-999.00, 2.67, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5887977,19405200+4108507 ,10.18, 0,0,-999.00, 2.34, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5891971,19444187+4111514 ,12.21, 0,0,-999.00, 2.41, 0.01, -999, -999,0.173,0.001,0.773,0.004,0.913,0.005,0.701,0.005,0.608,0.005 
  5891982,19444281+4111043 ,11.08, 0,0,-999.00, 2.51, 0.01, -999, -999,0.171,0.003,0.685,0.008,0.901,0.009,0.739,0.009,0.610,0.011 
  5892647,19451972+4110314 ,12.04, 0,0,-999.00, 2.33, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5893765,19461798+4109158 ,10.42, 0,2,-999.00, 2.72, 0.01, -999, -999,0.173,0.004,0.631,0.007,0.883,0.011,0.766,0.008,0.598,0.008 
  5893926,19462689+4108529 ,11.05, 0,1,-999.00, 2.57, 0.01, -999, -999,0.132,0.002,0.606,0.008,0.873,0.009,0.758,0.009,0.549,0.008 
  5894271,19464701+4110311 ,12.19, 0,1,-999.00, 3.14, 0.01, -999, -999,0.330,0.003,0.563,0.009,0.932,0.010,0.698,0.009,0.642,0.010 
  5896480,19484627+4109409 ,10.32, 0,2,-999.00, 2.46, 0.01, -999, -999,0.162,0.002,0.678,0.003,0.889,0.004,0.750,0.004,0.572,0.004 
  5899519,19511783+4106557 ,10.95, 0,0,-999.00, 2.76, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5900096,19515137+4106378 , 8.35, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5901835,19532557+4106524 ,12.43, 0,0,-999.00, 2.80, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5902477,19535865+4106432 ,11.01, 0,2,-999.00, 2.73, 0.01, -999, -999,0.147,0.002,0.697,0.005,0.880,0.006,0.746,0.006,0.558,0.005 
  5903484,19544774+4106066 ,11.73, 0,0,-999.00, 2.37, 0.01, -999, -999,0.148,0.002,0.644,0.004,0.856,0.004,0.762,0.004,0.534,0.005 
  5905457,19562037+4110201 ,12.26, 0,1,-999.00, 3.37, 0.01, -999, -999,0.182,0.002,0.607,0.015,0.890,0.023,0.742,0.021,0.593,0.021 
  5905907,19564396+4107329 ,11.00, 0,1,-999.00, 2.99, 0.01, -999, -999,0.198,0.002,0.662,0.003,0.923,0.004,0.743,0.004,0.648,0.004 
  5940060,18552193+4113552 , 9.70, 0,1,-999.00, 2.63, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5940228,18554338+4115285 ,11.45, 0,1,-999.00, 2.32, 0.01, -999, -999,0.142,0.002,0.600,0.003,0.852,0.005,0.689,0.004,0.510,0.005 
  5943345,19015661+4114403 ,11.35, 2,2,109.00, 2.60, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5950394,19142743+4115402 , 8.45, 0,2,-999.00, 2.50, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5951742,19161932+4117300 ,12.32, 0,2,-999.00, 2.37, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5952802,19173696+4117046 ,11.75, 0,2,-999.00, 2.52, 0.01, -999, -999,0.085,0.001,0.624,0.005,0.867,0.007,0.752,0.007,0.526,0.008 
  5956977,19225228+4114503 ,12.39, 0,1,-999.00, 2.67, 0.01, -999, -999,0.183,0.002,0.628,0.003,0.902,0.004,0.752,0.004,0.584,0.004 
  5959615,19262337+4115291 ,11.95, 0,0,-999.00, 2.36, 0.01, -999, -999,0.227,0.001,0.604,0.005,0.862,0.008,0.738,0.007,0.536,0.006 
  5960293,19271650+4117165 ,11.65, 0,2,-999.00, 2.36, 0.01, -999, -999,0.132,0.002,0.610,0.011,0.885,0.016,0.705,0.013,0.535,0.009 
  5960394,19272522+4117490 ,12.31, 0,2,-999.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5960693,19274946+4115452 ,11.39, 0,2,-999.00, 2.41, 0.01, -999, -999, -999, -999, -999, -999,0.824,0.009,0.751,0.010,0.505,0.014 
  5961985,19292999+4113245 ,11.96, 0,1,-999.00, 3.32, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5962395,19300037+4113238 ,12.33, 0,2,-999.00, 2.44, 0.01, -999, -999,0.117,0.001,0.642,0.007,0.867,0.006,0.738,0.005,0.583,0.006 
  5962451,19300442+4113270 ,12.34, 0,0,-999.00, 2.88, 0.01, -999, -999,0.176,0.002,0.612,0.004,0.865,0.006,0.743,0.005,0.581,0.004 
  5963894,19315425+4113589 ,12.12, 0,0,-999.00, 2.39, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5965040,19330984+4112543 ,11.41, 0,2,-999.00, 2.54, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5966348,19344394+4115244 ,12.44, 0,2,-999.00, 2.40, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5976238,19444489+4116177 ,11.55, 0,2,-999.00, 2.59, 0.01, -999, -999,0.124,0.004,0.636,0.005,0.870,0.005,0.745,0.005,0.530,0.006 
  5976798,19451285+4115593 ,12.09, 0,2,-999.00, 2.63, 0.01, -999, -999,0.141,0.004,0.687,0.011,0.876,0.012,0.706,0.014,0.541,0.011 
  5977341,19454254+4112476 ,12.15, 0,2,-999.00, 2.91, 0.01, -999, -999,0.138,0.002,0.677,0.011,0.877,0.014,0.713,0.015,0.554,0.016 
  5981329,19491458+4114213 ,11.38, 0,2,-999.00, 2.50, 0.01, -999, -999,0.178,0.003,0.689,0.006,0.884,0.009,0.766,0.009,0.584,0.007 
  5981666,19493102+4114177 , 9.63, 0,2,-999.00, 2.88, 0.01, -999, -999,0.197,0.002,0.681,0.006,0.884,0.008,0.751,0.007,0.567,0.009 
  5983299,19505364+4114355 ,10.15, 0,2,-999.00, 2.72, 0.01, -999, -999,0.160,0.003,0.639,0.006,0.857,0.008,0.749,0.008,0.545,0.007 
  5986270,19533130+4117469 ,12.22, 4,0,-999.00, 2.78, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  5987871,19545720+4112304 ,11.51, 0,1,-999.00, 3.04, 0.01, -999, -999,0.168,0.003,0.708,0.006,0.890,0.006,0.725,0.006,0.615,0.007 
  5990753,19571332+4115486 ,10.92,24,0,-999.00, 2.91, 0.01, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999 
  6024360,18585965+4121043 ,12.06, 0,2,-999.00, 2.41, 0.01, -999, -999,0.152,0.002,0.674,0.002,0.891,0.003,0.728,0.003,0.569,0.003 
  6026188,19023579+4120528 ,10.97, 0,0,-999.00, 2.63, 0.01, -999, -999,0.088,0.002,0.543,0.006,0.882,0.007,0.763,0.006,0.568,0.009 
  6029474,19084402+4119579 ,11.70, 0,1,-999.00, 2.79, 0.01, -999, -999,0.157,0.002,0.550,0.009,0.856,0.011,0.790,0.010,0.574,0.012 
  6032639,19141495+4118432 ,11.56, 2,2,130.00, 2.56, 0.01, -999, -999,0.198,0.001,0.663,0.005,0.876,0.006,0.747,0.007,0.560,0.007 
  6033938,19160587+4118060 ,11.72, 0,1,-999.00, 3.12, 0.01, -999, -999,0.164,0.002,0.589,0.003,0.875,0.004,0.779,0.004,0.563,0.003 
  6034166,19162563+4118371 ,11.21, 0,1,-999.00, 2.94, 0.01, -999, -999, -999, -999, -999, -999,0.844,0.007,0.794,0.005,0.553,0.006 
